Source,Source_label,Target,Target_label,Trade.Flow,Weight,Year
246,Finland,480,Mauritius,Export,20,2015
233,Estonia,470,Malta,Export,20,2015
757,Switzerland,659,Saint Kitts and Nevis,Export,20,2015
442,Luxembourg,706,Somalia,Export,20,2015
100,Bulgaria,646,Rwanda,Export,20,2015
36,Australia,292,Gibraltar,Export,20,2015
300,Greece,480,Mauritius,Export,20,2015
300,Greece,834,United Rep. of Tanzania,Export,20,2015
36,Australia,646,Rwanda,Export,20,2015
484,Mexico,807,TFYR of Macedonia,Export,20,2015
442,Luxembourg,48,Bahrain,Export,20,2015
246,Finland,674,San Marino,Export,20,2015
196,Cyprus,608,Philippines,Export,20,2015
36,Australia,8,Albania,Export,20,2015
300,Greece,686,Senegal,Export,20,2015
757,Switzerland,328,Guyana,Export,20,2015
484,Mexico,268,Georgia,Export,20,2015
372,Ireland,690,Seychelles,Export,20,2015
752,Sweden,96,Brunei Darussalam,Export,20,2015
124,Canada,70,Bosnia Herzegovina,Export,20,2015
196,Cyprus,398,Kazakhstan,Export,20,2015
276,Germany,308,Grenada,Export,20,2015
724,Spain,28,Antigua and Barbuda,Export,20,2015
222,El Salvador,246,Finland,Export,20,2015
124,Canada,728,South Sudan,Export,20,2015
442,Luxembourg,268,Georgia,Export,20,2015
579,Norway,498,Rep. of Moldova,Export,20,2015
484,Mexico,231,Ethiopia,Export,20,2015
191,Croatia,92,Br. Virgin Isds,Export,20,2015
251,France,659,Saint Kitts and Nevis,Export,20,2015
36,Australia,417,Kyrgyzstan,Export,20,2015
203,Czech Rep.,646,Rwanda,Export,20,2015
152,Chile,470,Malta,Export,20,2015
152,Chile,44,Bahamas,Export,19,2015
703,Slovakia,68,Bolivia (Plurinational State of),Export,19,2015
196,Cyprus,499,Montenegro,Export,19,2015
724,Spain,234,Faeroe Isds,Export,19,2015
752,Sweden,728,South Sudan,Export,19,2015
100,Bulgaria,584,Marshall Isds,Export,19,2015
191,Croatia,498,Rep. of Moldova,Export,19,2015
344,"China, Hong Kong SAR",678,Sao Tome and Principe,Export,19,2015
440,Lithuania,800,Uganda,Export,19,2015
352,Iceland,28,Antigua and Barbuda,Export,19,2015
826,United Kingdom,534,Saint Maarten,Export,19,2015
300,Greece,446,"China, Macao SAR",Export,19,2015
484,Mexico,308,Grenada,Export,19,2015
152,Chile,260,Fr. South Antarctic Terr.,Export,19,2015
233,Estonia,788,Tunisia,Export,19,2015
484,Mexico,688,Serbia,Export,19,2015
703,Slovakia,404,Kenya,Export,19,2015
352,Iceland,554,New Zealand,Export,19,2015
757,Switzerland,16,American Samoa,Export,19,2015
752,Sweden,454,Malawi,Export,19,2015
191,Croatia,51,Armenia,Export,19,2015
208,Denmark,108,Burundi,Export,19,2015
246,Finland,92,Br. Virgin Isds,Export,19,2015
372,Ireland,328,Guyana,Export,19,2015
196,Cyprus,404,Kenya,Export,19,2015
554,New Zealand,266,Gabon,Export,19,2015
36,Australia,860,Uzbekistan,Export,19,2015
191,Croatia,192,Cuba,Export,19,2015
352,Iceland,204,Benin,Export,19,2015
100,Bulgaria,48,Bahrain,Export,19,2015
703,Slovakia,231,Ethiopia,Export,19,2015
620,Portugal,795,Turkmenistan,Export,19,2015
642,Romania,646,Rwanda,Export,19,2015
484,Mexico,860,Uzbekistan,Export,19,2015
208,Denmark,96,Brunei Darussalam,Export,19,2015
554,New Zealand,68,Bolivia (Plurinational State of),Export,19,2015
554,New Zealand,191,Croatia,Export,19,2015
348,Hungary,894,Zambia,Export,19,2015
604,Peru,760,Syria,Export,18,2015
381,Italy,500,Montserrat,Export,18,2015
208,Denmark,478,Mauritania,Export,18,2015
246,Finland,328,Guyana,Export,18,2015
352,Iceland,191,Croatia,Export,18,2015
251,France,234,Faeroe Isds,Export,18,2015
208,Denmark,499,Montenegro,Export,18,2015
246,Finland,136,Cayman Isds,Export,18,2015
724,Spain,328,Guyana,Export,18,2015
100,Bulgaria,800,Uganda,Export,18,2015
208,Denmark,577,"Other Africa, nes",Export,18,2015
705,Slovenia,192,Cuba,Export,18,2015
320,Guatemala,524,Nepal,Export,18,2015
484,Mexico,768,Togo,Export,18,2015
642,Romania,324,Guinea,Export,18,2015
620,Portugal,531,Cura神ao,Export,18,2015
191,Croatia,706,Somalia,Export,18,2015
484,Mexico,96,Brunei Darussalam,Export,18,2015
554,New Zealand,28,Antigua and Barbuda,Export,18,2015
616,Poland,516,Namibia,Export,18,2015
352,Iceland,484,Mexico,Export,18,2015
36,Australia,430,Liberia,Export,18,2015
246,Finland,887,Yemen,Export,18,2015
208,Denmark,232,Eritrea,Export,18,2015
208,Denmark,740,Suriname,Export,18,2015
203,Czech Rep.,324,Guinea,Export,18,2015
604,Peru,414,Kuwait,Export,18,2015
348,Hungary,234,Faeroe Isds,Export,18,2015
620,Portugal,535,Bonaire,Export,18,2015
372,Ireland,516,Namibia,Export,18,2015
100,Bulgaria,384,C衰te d'Ivoire,Export,18,2015
604,Peru,144,Sri Lanka,Export,18,2015
246,Finland,292,Gibraltar,Export,18,2015
208,Denmark,226,Equatorial Guinea,Export,18,2015
705,Slovenia,858,Uruguay,Export,18,2015
458,Malaysia,28,Antigua and Barbuda,Export,18,2015
554,New Zealand,768,Togo,Export,18,2015
440,Lithuania,170,Colombia,Export,18,2015
203,Czech Rep.,478,Mauritania,Export,18,2015
752,Sweden,531,Cura神ao,Export,18,2015
620,Portugal,52,Barbados,Export,18,2015
203,Czech Rep.,690,Seychelles,Export,18,2015
36,Australia,4,Afghanistan,Export,18,2015
705,Slovenia,780,Trinidad and Tobago,Export,18,2015
757,Switzerland,140,Central African Rep.,Export,18,2015
604,Peru,586,Pakistan,Export,18,2015
320,Guatemala,368,Iraq,Export,18,2015
757,Switzerland,740,Suriname,Export,17,2015
604,Peru,352,Iceland,Export,17,2015
826,United Kingdom,776,Tonga,Export,17,2015
579,Norway,340,Honduras,Export,17,2015
842,USA,520,Nauru,Export,17,2015
442,Luxembourg,729,Sudan,Export,17,2015
554,New Zealand,352,Iceland,Export,17,2015
152,Chile,112,Belarus,Export,17,2015
124,Canada,132,Cabo Verde,Export,17,2015
203,Czech Rep.,204,Benin,Export,17,2015
752,Sweden,308,Grenada,Export,17,2015
703,Slovakia,450,Madagascar,Export,17,2015
196,Cyprus,706,Somalia,Export,17,2015
484,Mexico,120,Cameroon,Export,17,2015
381,Italy,308,Grenada,Export,17,2015
320,Guatemala,208,Denmark,Export,17,2015
724,Spain,678,Sao Tome and Principe,Export,17,2015
591,Panama,376,Israel,Export,17,2015
100,Bulgaria,740,Suriname,Export,17,2015
372,Ireland,795,Turkmenistan,Export,17,2015
579,Norway,600,Paraguay,Export,17,2015
554,New Zealand,450,Madagascar,Export,17,2015
826,United Kingdom,304,Greenland,Export,17,2015
100,Bulgaria,44,Bahamas,Export,17,2015
203,Czech Rep.,20,Andorra,Export,17,2015
752,Sweden,706,Somalia,Export,17,2015
604,Peru,642,Romania,Export,17,2015
276,Germany,535,Bonaire,Export,17,2015
372,Ireland,68,Bolivia (Plurinational State of),Export,17,2015
705,Slovenia,646,Rwanda,Export,17,2015
152,Chile,24,Angola,Export,17,2015
826,United Kingdom,762,Tajikistan,Export,17,2015
246,Finland,8,Albania,Export,17,2015
233,Estonia,762,Tajikistan,Export,17,2015
616,Poland,646,Rwanda,Export,17,2015
246,Finland,531,Cura神ao,Export,16,2015
276,Germany,581,United States Minor Outlying Islands,Export,16,2015
352,Iceland,384,C衰te d'Ivoire,Export,16,2015
36,Australia,328,Guyana,Export,16,2015
579,Norway,531,Cura神ao,Export,16,2015
616,Poland,340,Honduras,Export,16,2015
458,Malaysia,52,Barbados,Export,16,2015
348,Hungary,478,Mauritania,Export,16,2015
381,Italy,408,Dem. People's Rep. of Korea,Export,16,2015
604,Peru,348,Hungary,Export,16,2015
440,Lithuania,788,Tunisia,Export,16,2015
604,Peru,400,Jordan,Export,16,2015
124,Canada,535,Bonaire,Export,16,2015
203,Czech Rep.,558,Nicaragua,Export,16,2015
344,"China, Hong Kong SAR",84,Belize,Export,16,2015
344,"China, Hong Kong SAR",292,Gibraltar,Export,16,2015
757,Switzerland,72,Botswana,Export,16,2015
620,Portugal,694,Sierra Leone,Export,16,2015
642,Romania,768,Togo,Export,16,2015
604,Peru,584,Marshall Isds,Export,16,2015
579,Norway,8,Albania,Export,16,2015
152,Chile,191,Croatia,Export,16,2015
705,Slovenia,262,Djibouti,Export,16,2015
348,Hungary,716,Zimbabwe,Export,16,2015
642,Romania,214,Dominican Rep.,Export,16,2015
372,Ireland,598,Papua New Guinea,Export,16,2015
233,Estonia,368,Iraq,Export,16,2015
100,Bulgaria,858,Uruguay,Export,16,2015
233,Estonia,191,Croatia,Export,16,2015
724,Spain,174,Comoros,Export,16,2015
442,Luxembourg,512,Oman,Export,16,2015
196,Cyprus,72,Botswana,Export,16,2015
372,Ireland,148,Chad,Export,16,2015
246,Finland,524,Nepal,Export,16,2015
554,New Zealand,442,Luxembourg,Export,16,2015
300,Greece,562,Niger,Export,16,2015
246,Finland,780,Trinidad and Tobago,Export,16,2015
620,Portugal,558,Nicaragua,Export,16,2015
705,Slovenia,480,Mauritius,Export,16,2015
642,Romania,854,Burkina Faso,Export,16,2015
352,Iceland,710,South Africa,Export,16,2015
372,Ireland,51,Armenia,Export,16,2015
352,Iceland,292,Gibraltar,Export,16,2015
124,Canada,316,Guam,Export,16,2015
208,Denmark,148,Chad,Export,16,2015
203,Czech Rep.,584,Marshall Isds,Export,16,2015
381,Italy,624,Guinea-Bissau,Export,16,2015
191,Croatia,32,Argentina,Export,16,2015
233,Estonia,204,Benin,Export,16,2015
100,Bulgaria,496,Mongolia,Export,16,2015
705,Slovenia,92,Br. Virgin Isds,Export,16,2015
554,New Zealand,44,Bahamas,Export,16,2015
442,Luxembourg,266,Gabon,Export,16,2015
842,USA,162,Christmas Isds,Export,16,2015
792,Turkey,548,Vanuatu,Export,15,2015
36,Australia,231,Ethiopia,Export,15,2015
442,Luxembourg,768,Togo,Export,15,2015
152,Chile,703,Slovakia,Export,15,2015
372,Ireland,324,Guinea,Export,15,2015
392,Japan,275,State of Palestine,Export,15,2015
300,Greece,178,Congo,Export,15,2015
591,Panama,531,Cura神ao,Export,15,2015
620,Portugal,496,Mongolia,Export,15,2015
440,Lithuania,178,Congo,Export,15,2015
36,Australia,352,Iceland,Export,15,2015
440,Lithuania,136,Cayman Isds,Export,15,2015
757,Switzerland,258,French Polynesia,Export,15,2015
100,Bulgaria,352,Iceland,Export,15,2015
458,Malaysia,466,Mali,Export,15,2015
724,Spain,72,Botswana,Export,15,2015
233,Estonia,144,Sri Lanka,Export,15,2015
100,Bulgaria,120,Cameroon,Export,15,2015
842,USA,174,Comoros,Export,15,2015
554,New Zealand,626,Timor-Leste,Export,15,2015
604,Peru,24,Angola,Export,15,2015
372,Ireland,270,Gambia,Export,15,2015
826,United Kingdom,90,Solomon Isds,Export,15,2015
300,Greece,780,Trinidad and Tobago,Export,15,2015
554,New Zealand,690,Seychelles,Export,15,2015
604,Peru,748,Swaziland,Export,15,2015
196,Cyprus,120,Cameroon,Export,15,2015
616,Poland,454,Malawi,Export,15,2015
196,Cyprus,800,Uganda,Export,15,2015
36,Australia,262,Djibouti,Export,15,2015
300,Greece,192,Cuba,Export,15,2015
579,Norway,728,South Sudan,Export,15,2015
300,Greece,136,Cayman Isds,Export,15,2015
616,Poland,450,Madagascar,Export,15,2015
246,Finland,104,Myanmar,Export,15,2015
484,Mexico,796,Turks and Caicos Isds,Export,15,2015
276,Germany,174,Comoros,Export,15,2015
604,Peru,404,Kenya,Export,15,2015
458,Malaysia,531,Cura神ao,Export,15,2015
620,Portugal,533,Aruba,Export,15,2015
752,Sweden,446,"China, Macao SAR",Export,15,2015
100,Bulgaria,218,Ecuador,Export,15,2015
348,Hungary,96,Brunei Darussalam,Export,15,2015
440,Lithuania,288,Ghana,Export,15,2015
616,Poland,184,Cook Isds,Export,15,2015
372,Ireland,292,Gibraltar,Export,15,2015
484,Mexico,28,Antigua and Barbuda,Export,15,2015
203,Czech Rep.,674,San Marino,Export,15,2015
196,Cyprus,24,Angola,Export,14,2015
124,Canada,499,Montenegro,Export,14,2015
705,Slovenia,116,Cambodia,Export,14,2015
792,Turkey,418,Lao People's Dem. Rep.,Export,14,2015
554,New Zealand,600,Paraguay,Export,14,2015
344,"China, Hong Kong SAR",887,Yemen,Export,14,2015
203,Czech Rep.,116,Cambodia,Export,14,2015
826,United Kingdom,548,Vanuatu,Export,14,2015
752,Sweden,533,Aruba,Export,14,2015
381,Italy,796,Turks and Caicos Isds,Export,14,2015
757,Switzerland,598,Papua New Guinea,Export,14,2015
620,Portugal,262,Djibouti,Export,14,2015
344,"China, Hong Kong SAR",882,Samoa,Export,14,2015
320,Guatemala,620,Portugal,Export,14,2015
36,Australia,196,Cyprus,Export,14,2015
344,"China, Hong Kong SAR",262,Djibouti,Export,14,2015
196,Cyprus,116,Cambodia,Export,14,2015
372,Ireland,694,Sierra Leone,Export,14,2015
300,Greece,388,Jamaica,Export,14,2015
442,Luxembourg,760,Syria,Export,14,2015
372,Ireland,258,French Polynesia,Export,14,2015
442,Luxembourg,364,Iran,Export,14,2015
196,Cyprus,554,New Zealand,Export,14,2015
591,Panama,76,Brazil,Export,14,2015
381,Italy,728,South Sudan,Export,14,2015
620,Portugal,116,Cambodia,Export,14,2015
246,Finland,508,Mozambique,Export,14,2015
757,Switzerland,626,Timor-Leste,Export,14,2015
251,France,16,American Samoa,Export,14,2015
703,Slovakia,24,Angola,Export,14,2015
752,Sweden,136,Cayman Isds,Export,14,2015
484,Mexico,729,Sudan,Export,14,2015
642,Romania,320,Guatemala,Export,14,2015
300,Greece,854,Burkina Faso,Export,14,2015
372,Ireland,558,Nicaragua,Export,14,2015
642,Romania,780,Trinidad and Tobago,Export,14,2015
344,"China, Hong Kong SAR",706,Somalia,Export,14,2015
124,Canada,262,Djibouti,Export,14,2015
458,Malaysia,574,Norfolk Isds,Export,14,2015
100,Bulgaria,192,Cuba,Export,14,2015
604,Peru,670,Saint Vincent and the Grenadines,Export,14,2015
554,New Zealand,204,Benin,Export,14,2015
36,Australia,140,Central African Rep.,Export,14,2015
579,Norway,807,TFYR of Macedonia,Export,14,2015
36,Australia,68,Bolivia (Plurinational State of),Export,14,2015
484,Mexico,834,United Rep. of Tanzania,Export,14,2015
352,Iceland,470,Malta,Export,14,2015
300,Greece,899,"Areas, nes",Export,14,2015
320,Guatemala,642,Romania,Export,13,2015
246,Finland,204,Benin,Export,13,2015
196,Cyprus,70,Bosnia Herzegovina,Export,13,2015
222,El Salvador,620,Portugal,Export,13,2015
203,Czech Rep.,234,Faeroe Isds,Export,13,2015
381,Italy,660,Anguilla,Export,13,2015
196,Cyprus,8,Albania,Export,13,2015
152,Chile,132,Cabo Verde,Export,13,2015
203,Czech Rep.,96,Brunei Darussalam,Export,13,2015
703,Slovakia,706,Somalia,Export,13,2015
233,Estonia,604,Peru,Export,13,2015
196,Cyprus,392,Japan,Export,13,2015
642,Romania,496,Mongolia,Export,13,2015
392,Japan,678,Sao Tome and Principe,Export,13,2015
440,Lithuania,634,Qatar,Export,13,2015
320,Guatemala,634,Qatar,Export,13,2015
152,Chile,116,Cambodia,Export,13,2015
579,Norway,92,Br. Virgin Isds,Export,13,2015
348,Hungary,430,Liberia,Export,13,2015
579,Norway,417,Kyrgyzstan,Export,13,2015
484,Mexico,800,Uganda,Export,13,2015
703,Slovakia,894,Zambia,Export,13,2015
124,Canada,140,Central African Rep.,Export,13,2015
124,Canada,498,Rep. of Moldova,Export,13,2015
642,Romania,234,Faeroe Isds,Export,13,2015
191,Croatia,352,Iceland,Export,13,2015
344,"China, Hong Kong SAR",328,Guyana,Export,13,2015
616,Poland,222,El Salvador,Export,13,2015
196,Cyprus,340,Honduras,Export,13,2015
705,Slovenia,598,Papua New Guinea,Export,13,2015
381,Italy,839,Special Categories,Export,13,2015
320,Guatemala,422,Lebanon,Export,13,2015
208,Denmark,533,Aruba,Export,13,2015
246,Finland,418,Lao People's Dem. Rep.,Export,13,2015
246,Finland,540,New Caledonia,Export,13,2015
826,United Kingdom,660,Anguilla,Export,13,2015
392,Japan,8,Albania,Export,13,2015
440,Lithuania,320,Guatemala,Export,13,2015
348,Hungary,332,Haiti,Export,13,2015
604,Peru,52,Barbados,Export,13,2015
792,Turkey,72,Botswana,Export,13,2015
554,New Zealand,292,Gibraltar,Export,13,2015
757,Switzerland,184,Cook Isds,Export,13,2015
579,Norway,434,Libya,Export,13,2015
442,Luxembourg,4,Afghanistan,Export,13,2015
703,Slovakia,292,Gibraltar,Export,13,2015
152,Chile,84,Belize,Export,12,2015
484,Mexico,508,Mozambique,Export,12,2015
620,Portugal,258,French Polynesia,Export,12,2015
100,Bulgaria,694,Sierra Leone,Export,12,2015
348,Hungary,446,"China, Macao SAR",Export,12,2015
458,Malaysia,498,Rep. of Moldova,Export,12,2015
196,Cyprus,480,Mauritius,Export,12,2015
251,France,500,Montserrat,Export,12,2015
381,Italy,652,Saint Barth姓lemy,Export,12,2015
826,United Kingdom,64,Bhutan,Export,12,2015
233,Estonia,512,Oman,Export,12,2015
591,Panama,533,Aruba,Export,12,2015
620,Portugal,646,Rwanda,Export,12,2015
620,Portugal,388,Jamaica,Export,12,2015
579,Norway,51,Armenia,Export,12,2015
320,Guatemala,600,Paraguay,Export,12,2015
276,Germany,212,Dominica,Export,12,2015
246,Finland,478,Mauritania,Export,12,2015
579,Norway,716,Zimbabwe,Export,12,2015
246,Finland,96,Brunei Darussalam,Export,12,2015
705,Slovenia,226,Equatorial Guinea,Export,12,2015
352,Iceland,458,Malaysia,Export,12,2015
348,Hungary,192,Cuba,Export,12,2015
554,New Zealand,670,Saint Vincent and the Grenadines,Export,12,2015
100,Bulgaria,275,State of Palestine,Export,12,2015
320,Guatemala,68,Bolivia (Plurinational State of),Export,12,2015
348,Hungary,729,Sudan,Export,12,2015
604,Peru,804,Ukraine,Export,12,2015
152,Chile,31,Azerbaijan,Export,12,2015
458,Malaysia,296,Kiribati,Export,12,2015
208,Denmark,332,Haiti,Export,12,2015
372,Ireland,332,Haiti,Export,12,2015
792,Turkey,316,Guam,Export,12,2015
442,Luxembourg,694,Sierra Leone,Export,12,2015
554,New Zealand,231,Ethiopia,Export,12,2015
300,Greece,894,Zambia,Export,12,2015
352,Iceland,504,Morocco,Export,12,2015
36,Australia,716,Zimbabwe,Export,12,2015
208,Denmark,242,Fiji,Export,12,2015
792,Turkey,258,French Polynesia,Export,12,2015
348,Hungary,262,Djibouti,Export,12,2015
246,Finland,646,Rwanda,Export,12,2015
458,Malaysia,112,Belarus,Export,12,2015
100,Bulgaria,188,Costa Rica,Export,12,2015
752,Sweden,20,Andorra,Export,12,2015
705,Slovenia,600,Paraguay,Export,12,2015
276,Germany,10,Antarctica,Export,12,2015
233,Estonia,686,Senegal,Export,12,2015
320,Guatemala,608,Philippines,Export,12,2015
616,Poland,408,Dem. People's Rep. of Korea,Export,12,2015
251,France,296,Kiribati,Export,12,2015
392,Japan,16,American Samoa,Export,12,2015
440,Lithuania,144,Sri Lanka,Export,11,2015
554,New Zealand,348,Hungary,Export,11,2015
251,France,84,Belize,Export,11,2015
616,Poland,706,Somalia,Export,11,2015
320,Guatemala,899,"Areas, nes",Export,11,2015
276,Germany,796,Turks and Caicos Isds,Export,11,2015
196,Cyprus,31,Azerbaijan,Export,11,2015
196,Cyprus,408,Dem. People's Rep. of Korea,Export,11,2015
440,Lithuania,729,Sudan,Export,11,2015
222,El Salvador,704,Viet Nam,Export,11,2015
124,Canada,426,Lesotho,Export,11,2015
792,Turkey,748,Swaziland,Export,11,2015
757,Switzerland,694,Sierra Leone,Export,11,2015
440,Lithuania,600,Paraguay,Export,11,2015
752,Sweden,740,Suriname,Export,11,2015
100,Bulgaria,408,Dem. People's Rep. of Korea,Export,11,2015
124,Canada,90,Solomon Isds,Export,11,2015
591,Panama,52,Barbados,Export,11,2015
604,Peru,694,Sierra Leone,Export,11,2015
616,Poland,132,Cabo Verde,Export,11,2015
440,Lithuania,120,Cameroon,Export,11,2015
703,Slovakia,466,Mali,Export,11,2015
36,Australia,204,Benin,Export,11,2015
300,Greece,332,Haiti,Export,11,2015
826,United Kingdom,10,Antarctica,Export,11,2015
348,Hungary,450,Madagascar,Export,11,2015
124,Canada,706,Somalia,Export,11,2015
703,Slovakia,430,Liberia,Export,11,2015
196,Cyprus,104,Myanmar,Export,11,2015
392,Japan,577,"Other Africa, nes",Export,11,2015
442,Luxembourg,854,Burkina Faso,Export,11,2015
203,Czech Rep.,716,Zimbabwe,Export,11,2015
124,Canada,660,Anguilla,Export,11,2015
203,Czech Rep.,562,Niger,Export,11,2015
352,Iceland,196,Cyprus,Export,11,2015
705,Slovenia,404,Kenya,Export,11,2015
703,Slovakia,104,Myanmar,Export,11,2015
604,Peru,204,Benin,Export,11,2015
208,Denmark,308,Grenada,Export,11,2015
233,Estonia,608,Philippines,Export,11,2015
703,Slovakia,768,Togo,Export,11,2015
842,USA,275,State of Palestine,Export,11,2015
579,Norway,860,Uzbekistan,Export,11,2015
579,Norway,275,State of Palestine,Export,11,2015
703,Slovakia,324,Guinea,Export,11,2015
703,Slovakia,686,Senegal,Export,11,2015
233,Estonia,70,Bosnia Herzegovina,Export,11,2015
100,Bulgaria,324,Guinea,Export,11,2015
792,Turkey,662,Saint Lucia,Export,11,2015
196,Cyprus,620,Portugal,Export,11,2015
703,Slovakia,887,Yemen,Export,11,2015
724,Spain,16,American Samoa,Export,11,2015
100,Bulgaria,450,Madagascar,Export,11,2015
642,Romania,480,Mauritius,Export,11,2015
208,Denmark,659,Saint Kitts and Nevis,Export,11,2015
604,Peru,480,Mauritius,Export,11,2015
554,New Zealand,148,Chad,Export,11,2015
320,Guatemala,531,Cura神ao,Export,11,2015
792,Turkey,242,Fiji,Export,11,2015
348,Hungary,768,Togo,Export,11,2015
642,Romania,204,Benin,Export,11,2015
484,Mexico,670,Saint Vincent and the Grenadines,Export,11,2015
208,Denmark,762,Tajikistan,Export,11,2015
604,Peru,659,Saint Kitts and Nevis,Export,11,2015
703,Slovakia,762,Tajikistan,Export,11,2015
196,Cyprus,780,Trinidad and Tobago,Export,11,2015
620,Portugal,740,Suriname,Export,11,2015
705,Slovenia,690,Seychelles,Export,11,2015
152,Chile,50,Bangladesh,Export,11,2015
484,Mexico,116,Cambodia,Export,11,2015
246,Finland,388,Jamaica,Export,11,2015
458,Malaysia,580,N. Mariana Isds,Export,10,2015
348,Hungary,266,Gabon,Export,10,2015
724,Spain,242,Fiji,Export,10,2015
757,Switzerland,426,Lesotho,Export,10,2015
196,Cyprus,792,Turkey,Export,10,2015
724,Spain,418,Lao People's Dem. Rep.,Export,10,2015
792,Turkey,585,Palau,Export,10,2015
203,Czech Rep.,780,Trinidad and Tobago,Export,10,2015
484,Mexico,686,Senegal,Export,10,2015
